Amplitude,Capacitance,Dissipation
10.000000E-3,1.032500E-9,332.800000E-6
30.000000E-3,1.032400E-9,332.600000E-6
50.000000E-3,1.032400E-9,332.400000E-6
70.000000E-3,1.033500E-9,331.300000E-6
90.000000E-3,1.033500E-9,331.100000E-6
110.000000E-3,1.032800E-9,331.300000E-6
130.000000E-3,1.032800E-9,331.100000E-6
150.000000E-3,1.032300E-9,331.200000E-6
170.000000E-3,1.032200E-9,331.200000E-6
190.000000E-3,1.031900E-9,331.200000E-6
210.000000E-3,1.032000E-9,331.100000E-6
230.000000E-3,1.032100E-9,331.000000E-6
250.000000E-3,1.032200E-9,330.800000E-6
270.000000E-3,1.032200E-9,330.800000E-6
290.000000E-3,1.032100E-9,330.800000E-6
310.000000E-3,1.032000E-9,330.800000E-6
330.000000E-3,1.031500E-9,330.900000E-6
350.000000E-3,1.031700E-9,330.900000E-6
370.000000E-3,1.031600E-9,330.900000E-6
390.000000E-3,1.031600E-9,330.800000E-6
