Amplitude,Capacitance,Dissipation
10.000000E-3,1.101100E-9,309.800000E-6
30.000000E-3,1.100900E-9,309.400000E-6
50.000000E-3,1.100500E-9,309.000000E-6
70.000000E-3,1.101400E-9,307.700000E-6
90.000000E-3,1.101200E-9,307.200000E-6
110.000000E-3,1.100900E-9,306.900000E-6
130.000000E-3,1.100800E-9,306.700000E-6
150.000000E-3,1.100600E-9,306.400000E-6
170.000000E-3,1.100300E-9,306.100000E-6
190.000000E-3,1.100100E-9,305.800000E-6
210.000000E-3,1.099900E-9,305.700000E-6
230.000000E-3,1.099700E-9,305.500000E-6
250.000000E-3,1.099600E-9,305.300000E-6
270.000000E-3,1.099400E-9,305.100000E-6
290.000000E-3,1.099400E-9,304.900000E-6
310.000000E-3,1.099200E-9,304.800000E-6
330.000000E-3,1.099200E-9,304.500000E-6
350.000000E-3,1.099000E-9,304.600000E-6
370.000000E-3,1.098800E-9,304.500000E-6
390.000000E-3,1.098800E-9,304.300000E-6
