Amplitude,Capacitance,Dissipation
10.000000E-3,1.061400E-9,316.000000E-6
30.000000E-3,1.061300E-9,316.000000E-6
50.000000E-3,1.061200E-9,316.000000E-6
70.000000E-3,1.062200E-9,315.100000E-6
90.000000E-3,1.062000E-9,315.100000E-6
110.000000E-3,1.062700E-9,314.700000E-6
130.000000E-3,1.062600E-9,314.800000E-6
150.000000E-3,1.062600E-9,314.700000E-6
170.000000E-3,1.062500E-9,314.700000E-6
190.000000E-3,1.062500E-9,314.700000E-6
210.000000E-3,1.062200E-9,314.900000E-6
230.000000E-3,1.062200E-9,314.800000E-6
250.000000E-3,1.062200E-9,314.800000E-6
270.000000E-3,1.062100E-9,314.900000E-6
290.000000E-3,1.062200E-9,314.800000E-6
310.000000E-3,1.062100E-9,314.800000E-6
330.000000E-3,1.062100E-9,314.800000E-6
350.000000E-3,1.062000E-9,314.900000E-6
370.000000E-3,1.061800E-9,315.000000E-6
390.000000E-3,1.061800E-9,315.000000E-6
