Amplitude,Capacitance,Dissipation
10.000000E-3,1.102100E-9,310.200000E-6
30.000000E-3,1.101600E-9,309.600000E-6
50.000000E-3,1.101300E-9,309.000000E-6
70.000000E-3,1.102100E-9,307.500000E-6
90.000000E-3,1.101600E-9,307.000000E-6
110.000000E-3,1.101400E-9,306.500000E-6
130.000000E-3,1.101200E-9,306.200000E-6
150.000000E-3,1.101000E-9,305.800000E-6
170.000000E-3,1.100600E-9,305.400000E-6
190.000000E-3,1.100300E-9,305.100000E-6
210.000000E-3,1.100100E-9,304.800000E-6
230.000000E-3,1.100000E-9,304.400000E-6
250.000000E-3,1.099900E-9,304.200000E-6
270.000000E-3,1.099700E-9,304.000000E-6
290.000000E-3,1.099600E-9,303.800000E-6
310.000000E-3,1.099500E-9,303.500000E-6
330.000000E-3,1.099300E-9,303.300000E-6
350.000000E-3,1.099300E-9,303.300000E-6
370.000000E-3,1.099100E-9,303.100000E-6
390.000000E-3,1.099100E-9,303.000000E-6
